============================= test session starts ==============================
platform linux -- Python 3.10.15, pytest-9.0.2, pluggy-1.6.0 -- /root/miniconda/envs/python310_torch25_cuda/bin/python3.1
cachedir: .pytest_cache
test_div.py::test_div_scalar_mode_float[trunc-dtype6-shape4] PASSED
test_div.py::test_div_scalar_mode_float[trunc-dtype6-shape5] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape0] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape1] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape2] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape3] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape4] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-trunc-shape5] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape0] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape1] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape2] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape3] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape4] PASSED
test_div.py::test_div_scalar_mode_int[torch.int16-floor-shape5] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape0] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape1] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape2] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape3] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape4] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-trunc-shape5] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape0] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape1] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape2] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape3] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape4] PASSED
test_div.py::test_div_scalar_mode_int[torch.int32-floor-shape5] PASSED

==================== 66 passed, 51025 deselected in 22.54s =====================
