============================= test session starts ==============================
platform linux -- Python 3.10.15, pytest-9.0.2, pluggy-1.6.0 -- /root/miniconda/envs/python310_torch25_cuda/bin/python3.1
cachedir: .pytest_cache
test_div.py::test_div_scalar_[dtype1--111.999-shape2] PASSED
test_div.py::test_div_scalar_[dtype1--111.999-shape3] PASSED
test_div.py::test_div_scalar_[dtype1--111.999-shape4] PASSED
test_div.py::test_div_scalar_[dtype1--111.999-shape5] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape0] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape1] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape2] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape3] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape4] PASSED
test_div.py::test_div_scalar_[dtype2-0.001-shape5] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape0] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape1] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape2] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape3] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape4] PASSED
test_div.py::test_div_scalar_[dtype2--0.999-shape5] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape0] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape1] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape2] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape3] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape4] PASSED
test_div.py::test_div_scalar_[dtype2-100.001-shape5] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape0] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape1] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape2] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape3] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape4] PASSED
test_div.py::test_div_scalar_[dtype2--111.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-0.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--0.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0-100.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype0--111.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-0.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--0.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1-100.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype1--111.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-0.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--0.999-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2-100.001-shape5] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape0] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape1] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape2] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape3] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape4] PASSED
test_true_divide.py::test_true_divide_tensor_scalar_[dtype2--111.999-shape5] PASSED

==================== 144 passed, 50947 deselected in 12.74s ====================
